provinsi,kota,kecamatan,kelurahan,nama_jalan,coordinate
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,GG MANGGA,"[-6.2844728, 106.8613717]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,GG SWADAYA,"[-6.2825485, 106.8619645]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU JAYA,"[-6.288112, 106.8572766]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BUNTU BATU AMPAR,"[-6.2760252, 106.8601365]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL INPRES,"[-6.286705, 106.8612576]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL INPRES TENGAH,"[-6.286705, 106.8612576]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL MANGGA,"[-6.2844728, 106.8613717]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL RAYA INPRES,"[-6.286705, 106.8612576]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL SMP 116,"[-6.2823332, 106.8638789]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL SWADAYA,"[-6.2825485, 106.8619645]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL SWADAYA II,"[-6.2835489, 106.8641505]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,GG MAWAR,"[-6.2764826, 106.86566]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU MULIA,"[-6.2776932, 106.8664265]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL DAHLIA,"[-1.2229689, 116.8565332]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL MAWAR,"[-6.2764826, 106.86566]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL MELATI,"[-6.2774056, 106.8662177]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL MENUR,"[-6.2770337, 106.8657343]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG MUSHOLLAH,"[-6.280459, 106.8686041]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG MUSHOLLAH AR ROHMAN,"[-6.280459, 106.8686041]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL LINGKUNGAN,"[-6.2786861, 106.8692819]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL RAYA BOGOR,"[-6.2983071, 106.8707623]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL SETAPAK,"[-4.7925211, 137.5105327]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL BULAK RANTAI,"[-6.2850364, 106.8699767]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL BUNTU,"[-6.2884379, 106.8671966]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL KAMPUNG TENGAH,"[-6.2924937, 106.8668917]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL INERBANG,"[-6.2828231, 106.8685862]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL INERBANG I,"[-6.2828158, 106.8663955]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL MUSHOLLA,"[-6.2889544, 106.8599052]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL NURUL HIDAYAH,"[-6.2846347, 106.8666422]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL NURUL HIDAYAH III,"[-6.2834507, 106.8666745]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL INPRES,"[-6.286507, 106.864418]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL JA ABAH,"[-6.286695, 106.8692488]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL JA'ABAH,"[-6.286695, 106.8692488]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL RAHAYU,"[-6.288502, 106.8706919]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,120,"[4.514441, 103.4480693]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,ANNURIYAH,"[-6.2842307, 106.867544]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GENERASI,"[-6.2848487, 106.8647299]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG GADING,"[-6.2852883, 106.867119]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL GADING,"[-6.2852883, 106.867119]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL GENERASI,"[-6.2848487, 106.8647299]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL GENERASI I,"[-6.2858026, 106.8659459]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL SEKOLAHAN,"[-6.2877129, 106.8680872]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL TK RIA,"[-6.2829524, 106.8683957]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG KALIMASADA,"[-6.2844474, 106.8662083]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG SAAD,"[5.3092762, 100.4246615]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL CAKRA,"[-6.2842795, 106.8665589]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL CEMPEDAK,"[-6.2833553, 106.8646685]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL GENERASI II,"[-6.2848487, 106.8647299]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL INERBANG II,"[-6.2822513, 106.8662074]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL INERBANG III,"[-6.2824799, 106.8650128]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL KALIMASADA,"[-6.2844474, 106.8662083]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL MANGGALA,"[-6.2841116, 106.8665108]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL PASOPATI,"[-6.2838216, 106.8664478]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL SMP 126,"[-6.2869316, 106.8630474]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG GENERASI,"[-6.2848487, 106.8647299]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG GENERASI II,"[-6.2848487, 106.8647299]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG SALAK,"[4.1731723, 100.945408]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL INPRES TENGAH,"[-6.286507, 106.864418]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL MASJID,"[-6.2809926, 106.8706181]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL PERMAI,"[-2.0338708, 101.3908387]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL PESANTREN AL BARIYAH,"[-6.2859285, 106.8633498]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL RAYA INPRES,"[-6.286507, 106.864418]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL SALAK,"[4.1731723, 100.945408]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL SMP,"[-6.2869316, 106.8630474]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GADING,"[-6.2852883, 106.867119]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG HARMONIS,"[-6.2860778, 106.8664565]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG KECIL,"[-8.7109049, 116.2760396]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL JELITA,"[-6.2867576, 106.8671961]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL KEMUNING,"[-6.2860191, 106.8669966]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL REMAJA,"[-6.2883313, 106.8657618]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL REMAJA I,"[-6.2864325, 106.8659114]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL RIA,"[-6.2829524, 106.8683957]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL SAAD,"[5.3092762, 100.4246615]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL SEKOLAH,"[2.1544263, 102.7886241]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG JEMAH,"[-6.2874931, 106.8700996]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG RAHAYU,"[-6.288502, 106.8706919]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL INPRES RAYA,"[-6.286507, 106.864418]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL KARYA,"[-6.2919775, 106.8716271]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL RAHAYU III,"[-6.2893237, 106.8704885]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,KAMPUNG TENGAH,"[2.1993875000000003, 102.24738849189124]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,RAHAYU VI,"[-6.288502, 106.8706919]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG BUNGA,"[2.1983438, 102.2512454]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG NANGKA,"[-6.28809, 106.8633177]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG REMAJA,"[-6.2883313, 106.8657618]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG REMAJA II,"[-6.2883313, 106.8657618]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL ASEM,"[-6.2890011, 106.8649739]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL KIRAI,"[-6.2901433, 106.8660575]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL MESJID AL BARIYAH,"[-6.2869316, 106.8630474]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL NANGKA,"[-6.28809, 106.8633177]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL RAYA TENGAH,"[-6.2983071, 106.8707623]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL REMAJA II,"[-6.2883313, 106.8657618]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG CEREMAI,"[-6.2883426, 106.8599159]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG KELINGKIP,"[-6.2877913, 106.8606207]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL CEREMAI,"[-6.2883426, 106.8599159]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL KELINGKIP,"[-6.2877913, 106.8606207]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL MUSHOLA,"[-6.2795015, 106.8702814]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL SWADAYA,"[-6.2892428, 106.8603487]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL TENGAH,"[-6.2924937, 106.8668917]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,KP TENGAH,"[0.5124525, 101.4412464]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG MUSHOLLA,"[-6.2889544, 106.8599052]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG SWADAYA,"[-6.2892428, 106.8603487]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL MUSHOLAH,"[-6.2797955, 106.8697892]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL MUSHOLLAH,"[-6.280459, 106.8686041]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,63,"[4.514441, 103.4480693]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG KOBER,"[-6.2882042, 106.8602415]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG PELITA,"[-6.2905853, 106.8609087]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG SOSRO,"[-6.2886469, 106.8627733]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL KOBER,"[-6.2882042, 106.8602415]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL KOMBAN,"[-6.290778, 106.8627329]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL PELITA,"[-6.2905853, 106.8609087]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL PENDIDIKAN,"[-6.2892477, 106.8629622]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL SMP 209,"[-6.2823332, 106.8638789]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL SOSRO,"[-6.2886469, 106.8627733]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL SWADAYA III,"[-6.2888771, 106.8614716]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL.PELITA,"[-6.2905853, 106.8609087]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG BAING,"[-6.2915197, 106.8613955]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG BUNTU,"[-6.2884379, 106.8671966]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG KOMBAN,"[-6.290778, 106.8627329]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG MASJID AL ISTIQOMAH,"[-6.2932042, 106.8651757]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG MASJID ISTIQOMAH,"[-6.2932042, 106.8651757]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL BAING,"[-6.2915197, 106.8613955]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL ILYAS,"[-6.2916012, 106.869741]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL INDUK,"[-6.2939382, 106.8624102]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL ISTIQOMAH,"[-6.2932042, 106.8651757]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL KRAMAT,"[-6.2921714, 106.8666933]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL KRAMAT BARAT,"[-6.2928882, 106.8664679]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL KRAMAT SELATAN,"[-6.2924937, 106.8668917]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL KRAMAT TENGAH,"[-6.2931665, 106.8654232]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL MASJID ISTIQOMAH,"[-6.2932042, 106.8651757]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL PENDIDIKAN 209,"[-6.2892477, 106.8629622]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG ASEM,"[-6.2890011, 106.8649739]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL DAMAI,"[2.2488038, 102.3060427]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL KIRAI II,"[-6.2901433, 106.8660575]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL KIRAY,"[-6.2893984, 106.8651469]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL KRAMAT UTARA,"[-6.291014, 106.8664639]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG DAMAI,"[-6.2907168, 106.8602573]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG DAMAI IV,"[-6.2889673, 106.8667957]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG DAMAI VI,"[-6.2884025, 106.8663747]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL DAMAI IV,"[-6.2889673, 106.8667957]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL DAMAI V,"[-6.288792, 106.8667821]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL DAMAI VI,"[-6.2884025, 106.8663747]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL MERPATI,"[-6.2904734, 106.8680657]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL MURAI,"[-6.2892811, 106.8682871]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL MURAI II,"[-6.2897665, 106.8683733]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL MURAI III,"[-6.2896563, 106.8676628]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL MURAI IV,"[-6.2892811, 106.8682871]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL PIPIT I,"[-6.2901226, 106.8676957]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL PIPIT II,"[-6.2906075, 106.8673079]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG KARYA,"[-6.2919775, 106.8716271]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL SMU,"[-6.2916381, 106.8691377]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL SMU 93,"[-6.2916381, 106.8691377]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL BALAM,"[-6.2921511, 106.868379]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL BELIBIS,"[-6.2914428, 106.8674752]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL BELIBIS I,"[-6.2921903, 106.8674842]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL BELIBIS II,"[-6.2923583, 106.8678157]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL BELIBIS III,"[-6.2921244, 106.8677239]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL BELIBIS IV,"[-6.2918765, 106.8676353]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL BELIBIS V,"[-6.2916681, 106.8675569]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL BELIBIS VI,"[-6.2914428, 106.8674752]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL BELIBIS VIII,"[-6.2910886, 106.8674985]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL ELANG,"[-6.2914717, 106.868741]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL KUTILANG,"[-6.2927911, 106.8677671]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL NURI,"[-6.2929856, 106.8681852]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL PEDATI,"[-6.2967142, 106.8684299]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL PIPIT,"[-6.2901226, 106.8676957]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL PIPIT III,"[-6.2910412, 106.8671613]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL PUNAI,"[-6.2915403, 106.8682594]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG KRAMAT,"[-6.2797955, 106.8697892]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL KRAMAT I,"[-6.2924937, 106.8668917]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL KRAMAT SELATAN I,"[-6.2924937, 106.8668917]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL KRAMAT TENGAH I,"[-6.2931665, 106.8654232]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL KRAMAT TENGAH II,"[-6.2931665, 106.8654232]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL KRAMAT TIMUR,"[-6.2921714, 106.8666933]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,KEL TENGAH,"[-6.29092125, 106.86869265312617]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG PEDATI,"[-6.2967142, 106.8684299]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL BAHAGIA,"[-6.2974124, 106.8677554]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL SIDIH,"[-6.2984552, 106.8695774]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL TRIKORA,"[-6.2993629, 106.8676923]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL TRIKORA IV,"[-6.2993629, 106.8676923]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL ZZ,"[-6.2921714, 106.8666933]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,MUNDU 2,"[-6.2934271, 106.8630199]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG INDUK,"[-6.2939382, 106.8624102]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG MUNDU,"[-6.2933981, 106.8645541]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG MUNDU I,"[-6.2933981, 106.8645541]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG MUNDU II,"[-6.2933981, 106.8645541]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,GG ZZ,"[-6.2797955, 106.8697892]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL B,"[-6.2921714, 106.8666933]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL DESA,"[5.3207985, 100.4380013]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL MUNDU,"[-6.2934271, 106.8630199]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL MUNDU II,"[-6.2934271, 106.8630199]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL PUTRI,"[0.5083711, 101.4401954]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL Z,"[-6.2921714, 106.8666933]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL RANTAI BESI,"[-6.2806992, 106.869255]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,JL RANTAI KUNINGAN,"[-6.2828746, 106.8703493]"
